SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,YEAR_COMBINED,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Total.Hardness,Thard_Rel,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,P_Qual,P,P_Rel,PROJECT_ID,LONGITUDE,LATITUDE,ID,X1100,X1200,X2110,X2120,X2130,X2140,X3110,X3120,X3210,X3220,X4110,X4120,X4130,X4210,X4220,X4230,X4240,X4250,X4300,X5000,X6100,X6210,X6220,X6230,X6310,X6320,X6330,X6410,X6420,X6430,X6440,X6450,X7000,X8000,X65535,area.x,area2,CASH_PERC,CORN_PERC,DAIRY_PERC,URBAN_area,URBAN_PERC,HAY_PERC,PASTURE_PERC,AG_area,AG_PERC,POT_VEG_PERC,Excessively.drained,Somewhat.excessively.drained,Well.drained,Moderately.well.drained,Somewhat.poorly.drained,Poorly.drained,Very.poorly.drained,Water,area.ssurgo,area_ssurgo_nowater,perc_wd,perc_pd,perc_vpd,perc_sed,perc_spd,perc_mwd,perc_ed,weighted.rank,cnt,cnt_Thard,THard,HAY_PAST,AG_HAY_PAST,ROWCROP,DRAIN_CAT,AG_CAT,HAY_CAT,PASTURE_CAT,HAY_PAST_CAT,DAIRY_CAT,ROWCROP_CAT,AG_HAY_PAST_CAT,URBAN_CAT
127741,5/9/2022,2200238-29,AAF360,571,2022,2022&2023,BARRON,DOVRE,32,10,W,20,,,NA,6.28,1,NA,59,1,NA,11,1,21,1,0.4,1,<,0.5,1,NA,-3.5,1,<,0.005,1,,6.7,1,,0.004,1,<,0.005,1,,1.366,1,,1.053,1,<,0.001,1,NA,0.963,1,<,0.004,1,NA,8.78,1,,0.025,1,,0.711,1,40023,-91.63409422,45.24496415,6,NA,18000,NA,NA,NA,NA,99900,6300,207000,24300,NA,51300,NA,219600,NA,53100,5400,NA,NA,NA,NA,NA,5400,51300,NA,NA,NA,NA,NA,NA,NA,31500,NA,NA,NA,741600,773100,0,0,0,18000,0.023282887,0.129220023,0.00814901,0,0,0,14830.83,38459.61,390880.35,127947.33,80187.03,23126.04,80941.14,16339.05,772711.38,756372.33,0.516782984,0.030574942,0.107012296,0.050847458,0.106015287,0.169159189,0.019607843,4.189099369,1,0,21,0.137369033,0.137369033,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127742,5/10/2022,2200238-31,SN752,571,2022,2022&2023,BARRON,STANLEY,34,11,W,15,NW,SE,NA,6.23,1,NA,179,1,NA,48,1,69,1,4.9,1,,8.8,1,NA,-2.6,1,<,0.005,1,,16.99,1,,0.011,1,,0.022,1,,0.662,1,,6.536,1,,0.003,1,NA,5.01,1,<,0.004,1,NA,8.7,1,,0.006,1,,0.078,1,40024,-91.71712785,45.43187818,104,NA,10800,NA,NA,92700,NA,20700,62100,70200,NA,NA,NA,NA,9900,NA,509400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775800,775800,0,0,0.119489559,10800,0.013921114,0.026682135,0.080046404,92700,0.119489559,0,3267.81,20109.6,39967.83,592981.83,106832.25,4021.92,2262.33,3267.81,772711.38,769443.57,0.051943809,0.00522705,0.002940216,0.02613525,0.138843515,0.770663182,0.004246978,3.958836981,1,0,69,0.106728539,0.226218098,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127743,5/9/2022,2200238-32,XA364,571,2022,2022&2023,BARRON,ALMENA,34,14,W,5,NW,NE,NA,7.07,1,NA,262,1,NA,144,1,127,1,0.05,1,,2.1,1,NA,-0.9,1,<,0.005,1,,34.88,1,<,0.001,1,,0.348,1,,1.142,1,,9.635,1,,0.6,1,NA,3.143,1,<,0.004,1,NA,0.71,1,,0.005,1,,0.027,1,40025,-92.12643262,45.46525579,199,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,10800,47700,NA,23400,NA,335700,NA,NA,10800,153000,NA,108000,8100,NA,NA,30600,NA,28800,8100,NA,NA,NA,NA,NA,NA,706500,774000,0,0,0,0,0,0,0,0,0,0,16087.68,NA,345885.12,123674.04,19355.49,20863.71,NA,246593.97,772460.01,525866.04,0.657743786,0.039674952,0,0,0.036806883,0.235181644,0.030592734,4.633365201,1,0,127,0,0,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127744,5/12/2022,2200238-33,LH652,571,2022,2022&2023,BARRON,STANFOLD,35,12,W,4,SW,SE,NA,6.53,1,NA,155,1,NA,69,1,66,1,1,1,,2.9,1,NA,-2.1,1,<,0.005,1,,15.96,1,<,0.001,1,,0.283,1,,0.613,1,,6.296,1,,0.008,1,NA,3.782,1,<,0.004,1,NA,4.62,1,,0.004,1,,0.013,1,40026,-91.85951395,45.53910231,27,NA,NA,138600,NA,184500,NA,27900,38700,NA,NA,NA,201600,5400,5400,NA,21600,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,NA,NA,44100,1800,83700,NA,NA,NA,639900,769500,0.180116959,0,0.239766082,0,0,0.03625731,0.050292398,323100,0.419883041,0,7792.47,5530.14,22120.56,482881.77,102810.33,87225.39,60580.17,4021.92,772962.75,768940.83,0.028767571,0.113435763,0.078783916,0.007191893,0.133703825,0.627983001,0.010134031,3.476626348,1,0,66,0.086549708,0.506432749,0.180116959,Somewhat Poorly Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,50-75%,0-2.5%
127745,5/19/2022,2200238-34,ZH668,571,2022,2022&2023,BARRON,LAKELAND,36,13,W,5,NE,NE,NA,7.37,1,NA,422,1,NA,196,1,207,1,3.5,1,,8.3,1,NA,-0.4,1,<,0.005,1,,52.12,1,,0.006,1,,0.033,1,,0.782,1,,18.69,1,,0.006,1,NA,5.771,1,<,0.004,1,NA,10.24,1,,0.036,1,,0.04,1,40027,-91.99495625,45.63885893,278,54900,130500,NA,NA,35100,NA,34200,35100,54000,68400,NA,13500,NA,36900,NA,106200,NA,NA,NA,15300,NA,NA,32400,NA,91800,54000,NA,4500,3600,NA,NA,NA,NA,NA,NA,616500,770400,0,0,0.045560748,185400,0.240654206,0.044392523,0.045560748,35100,0.045560748,0,1759.59,NA,502.74,431602.29,26645.22,4776.03,11060.28,1005.48,477351.63,476346.15,0.001055409,0.010026385,0.023218997,0,0.055936675,0.906068602,0.003693931,3.866490765,1,0,207,0.089953271,0.135514019,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
127746,5/17/2022,2200238-37,XY341,571,2022,2022&2023,BARRON,DOVRE,32,10,W,32,NW,SE,NA,6.17,1,NA,146,1,NA,13,1,50,1,7.3,1,,9.5,1,NA,-3.3,1,<,0.005,1,,13.53,1,,0.008,1,<,0.005,1,,0.955,1,,3.837,1,<,0.001,1,NA,4.398,1,<,0.004,1,NA,7.6,1,,0.028,1,,0.431,1,40028,-91.63753244,45.21691339,225,NA,NA,198000,44100,24300,NA,72900,12600,24300,NA,NA,NA,NA,76500,11700,250200,54900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0.257309942,0.057309942,0.031578947,0,0,0.094736842,0.016374269,266400,0.34619883,0,NA,NA,478357.11,268463.16,26393.85,NA,NA,NA,773214.12,773214.12,0.618660598,0,0,0,0.034135241,0.347204161,0,4.584525358,1,0,50,0.111111111,0.457309941,0.314619884,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,25-50%,0-2.5%
127747,5/17/2022,2200238-38,OO054,571,2022,2022&2023,BARRON,CHETEK,33,10,W,19,SW,SW,NA,6.33,1,NA,214,1,NA,41,1,81,1,9,1,,14.1,1,NA,-2.4,1,<,0.005,1,,20.57,1,,0.015,1,,0.013,1,,1.185,1,,7.135,1,,0.003,1,NA,5.34,1,<,0.004,1,NA,7.66,1,,0.01,1,<,0.005,1,40029,-91.65985902,45.32338706,62,149400,414000,NA,NA,NA,NA,8100,NA,NA,NA,NA,27900,NA,NA,NA,NA,NA,NA,NA,174600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0,0,0,563400,0.727906977,0.010465116,0,0,0,0,133980.21,476848.89,NA,NA,NA,NA,16590.42,145543.23,772962.75,627419.52,0,0,0.026442308,0.760016026,0,0,0.213541667,6.081330128,1,0,81,0.010465116,0.010465116,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,30-100%
127748,5/8/2022,2200238-39,OO061,571,2022,2022&2023,BARRON,MAPLE GROVE,33,12,W,2,NW,SW,NA,6.15,1,NA,219,1,NA,30,1,80,1,10.5,1,,18.7,1,NA,-2.8,1,<,0.005,1,,20,1,,0.034,1,<,0.005,1,,1.032,1,,7.258,1,,0.003,1,NA,5.437,1,<,0.004,1,NA,7.54,1,,0.007,1,,0.119,1,40030,-91.82533333,45.37582339,63,NA,NA,276300,20700,105300,NA,NA,138600,15300,NA,26100,107100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44100,NA,NA,NA,NA,NA,36900,NA,NA,NA,NA,NA,NA,733500,770400,0.35864486,0.026869159,0.136682243,0,0,0,0.179906542,402300,0.522196262,0,3519.18,50776.74,49268.52,482127.66,85214.43,92252.79,6032.88,3770.55,772962.75,769192.2,0.064052288,0.119934641,0.007843137,0.066013072,0.110784314,0.626797386,0.004575163,3.835620915,1,0,80,0.179906542,0.702102804,0.385514019,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,0-25%,25-50%,50-75%,0-2.5%
127749,5/19/2022,2200238-40,TR947,571,2022,2022&2023,BARRON,MAPLE GROVE,33,12,W,5,NW,NW,NA,6.69,1,NA,377,1,NA,159,1,178,1,4.3,1,,10.4,1,NA,-1.2,1,<,0.005,1,,40.2,1,,0.002,1,<,0.005,1,,1.205,1,,18.97,1,,0.003,1,NA,6.362,1,<,0.004,1,NA,14.45,1,<,0.003,1,,0.101,1,40031,-91.88426794,45.37867676,118,NA,24300,NA,50400,233100,5400,66600,110700,NA,NA,NA,5400,NA,28800,NA,13500,NA,NA,NA,13500,16200,NA,24300,103500,43200,14400,NA,NA,9900,NA,NA,8100,NA,NA,NA,695700,771300,0,0.065344224,0.302217036,24300,0.031505251,0.086347725,0.143523921,288900,0.374562427,0.007001167,16841.79,216932.31,181237.77,85717.17,18098.64,175456.26,39213.72,38459.61,771957.27,733497.66,0.247087046,0.239204935,0.053461275,0.295750514,0.024674435,0.116860864,0.022960932,4.244002742,1,0,178,0.229871646,0.604434073,0.065344224,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,25-50%,0-25%,50-75%,2.5-5%
127750,5/18/2022,2200238-41,RK774,571,2022,2022&2023,BARRON,STANLEY,34,11,W,27,SE,SE,NA,6.2,1,NA,442,1,NA,27,1,172,1,30.4,1,,26.2,1,NA,-2.5,1,<,0.005,1,,41.3,1,,0.079,1,,0.005,1,,1.088,1,,16.77,1,,0.008,1,NA,6.123,1,<,0.004,1,NA,27.52,1,,0.01,1,,0.014,1,40032,-91.70526134,45.39687239,91,NA,37800,4500,17100,18000,296100,34200,92700,NA,NA,NA,272700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773100,773100,0.005820722,0.022118743,0.023282887,37800,0.048894063,0.044237485,0.119906868,335700,0.434225844,0.383003492,180232.29,519581.79,23628.78,NA,1508.22,NA,24382.89,22874.67,772208.64,749333.97,0.031533043,0,0.032539416,0.693391479,0.002012747,0,0.240523314,6.040254948,1,0,172,0.164144353,0.598370197,0.027939465,Somewhat Excessively Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,50-75%,2.5-5%
127751,5/13/2022,2200238-42,YK048,571,2022,2022&2023,BARRON,SUMNER,34,10,W,29,NE,NW,NA,5.96,1,NA,138,1,NA,10,1,36,1,2.6,1,,18.7,1,NA,-3.8,1,<,0.005,1,,8.62,1,,0.064,1,<,0.005,1,,2.401,1,,3.581,1,,0.005,1,NA,7.415,1,<,0.004,1,NA,10.57,1,,0.027,1,,0.022,1,40033,-91.63225864,45.40634875,243,NA,44100,NA,NA,NA,NA,NA,57600,62100,NA,NA,NA,NA,23400,NA,514800,NA,NA,NA,NA,NA,NA,NA,NA,75600,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,702000,778500,0,0,0,44100,0.056647399,0,0.073988439,0,0,0,5530.14,NA,215675.46,263687.13,245085.75,3267.81,36448.65,3016.44,772711.38,769694.94,0.280209014,0.004245591,0.04735467,0,0.318419334,0.342586545,0.007184847,3.832789027,1,0,36,0.073988439,0.073988439,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
127752,5/16/2022,2200238-43,MT792,571,2022,2022&2023,BARRON,PRAIRIE LAKE,33,11,W,24,NE,NE,NA,6.43,1,NA,176,1,NA,40,1,71,1,7.4,1,,8.3,1,NA,-2.5,1,<,0.005,1,,15.86,1,,0.004,1,,0.014,3,,0.68,1,,7.658,1,,0.058,1,NA,2.534,1,<,0.004,1,NA,4.99,1,,0.168,1,<,0.005,1,40034,-91.66483172,45.33498129,34,NA,50400,NA,NA,NA,NA,NA,NA,3600,NA,NA,179100,NA,NA,NA,24300,NA,NA,NA,511200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768600,768600,0,0,0,50400,0.06557377,0,0,0,0,0,197828.19,74656.89,NA,NA,NA,NA,8546.58,491428.35,772460.01,281031.66,0,0,0.030411449,0.265652952,0,0,0.703935599,6.551878354,1,0,71,0,0,0,Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
127753,5/12/2022,2200238-44,XV588,571,2022,2022&2023,BARRON,SUMNER,34,10,W,27,SW,NW,NA,6.09,1,NA,52,1,NA,15,1,15,1,0.05,1,,0.7,1,NA,-3.8,1,<,0.005,1,,3.64,1,,0.02,1,,0.008,1,,1.096,1,,1.444,1,,0.003,1,NA,2.51,1,<,0.004,1,NA,6.95,1,,0.009,1,,0.007,1,40035,-91.60005186,45.40010629,216,NA,NA,NA,NA,NA,NA,NA,38700,72000,NA,NA,NA,NA,8100,NA,562500,NA,89100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770400,770400,0,0,0,0,0,0,0.050233645,0,0,0,2765.07,NA,634457.88,75662.37,40721.94,2262.33,13322.61,3770.55,772962.75,769192.2,0.824836601,0.002941176,0.017320261,0,0.052941176,0.098366013,0.003594771,4.724836601,1,0,15,0.050233645,0.050233645,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127754,5/18/2022,2200238-45,VK685,571,2022,2022&2023,BARRON,CLINTON,34,13,W,12,SE,SE,NA,6.28,1,NA,97,1,NA,29,1,28,1,2.6,1,,4.8,1,NA,-3.1,1,<,0.005,1,,6.73,1,,0.008,1,,0.006,1,,0.583,1,,2.81,1,,0.002,1,NA,2.748,1,<,0.004,1,NA,0.69,1,<,0.003,1,,0.079,1,40036,-91.91086424,45.44115298,167,NA,10800,NA,111600,63000,NA,25200,99900,99000,3600,NA,NA,NA,38700,NA,245700,NA,70200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,767700,768600,0,0.145199063,0.081967213,10800,0.014051522,0.032786885,0.129976581,174600,0.227166276,0,NA,NA,NA,712633.95,59826.06,NA,NA,NA,772460.01,772460.01,0,0,0,0,0.077448747,0.922551253,0,3.922551253,1,0,28,0.162763466,0.389929742,0.145199063,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
127755,5/16/2022,2200238-47,NX928,571,2022,2022&2023,BARRON,BEAR LAKE,36,12,W,20,NW,NW,NA,6.79,1,NA,299,1,NA,101,1,NA,5,0.05,1,,37.7,1,NA,-2.9,5,<,0.005,1,,0.94,5,<,0.001,1,,0.022,5,,2.162,1,,0.356,5,<,0.001,1,NA,66.25,5,<,0.004,1,NA,0.07,1,,0.006,1,,0.016,1,40037,-91.88594169,45.59427754,51,NA,NA,NA,NA,NA,NA,NA,20700,51300,44100,NA,27000,NA,225000,NA,266400,NA,NA,NA,8100,NA,NA,18000,16200,13500,NA,NA,13500,31500,NA,24300,10800,NA,NA,NA,676800,770400,0,0,0,0,0,0,0.026869159,0,0,0,8043.84,NA,NA,650796.93,30667.14,7289.73,69126.75,7289.73,773214.12,765924.39,0,0.009517558,0.090252708,0,0.040039383,0.849688218,0.010502133,3.701673777,1,1,1,0.026869159,0.026869159,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127756,5/17/2022,2200238-48,,571,2022,2022&2023,BARRON,CLINTON,34,13,W,2,SW,NE,NA,6.7,1,NA,208,1,NA,85,1,91,1,4,1,,4.8,1,NA,-1.7,1,<,0.005,1,,21.16,1,<,0.001,1,,0.05,1,,0.363,1,,9.22,1,,0.002,1,NA,4.714,1,<,0.004,1,NA,2.14,1,,0.006,1,,0.032,1,40038,-91.94272405,45.45773174,296,NA,4500,41400,37800,161100,NA,63000,130500,232200,37800,NA,NA,NA,2700,NA,63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,0.053488372,0.048837209,0.208139535,4500,0.005813953,0.081395349,0.168604651,240300,0.310465116,0,NA,NA,104067.18,658589.4,10306.17,NA,NA,NA,772962.75,772962.75,0.134634146,0,0,0,0.013333333,0.85203252,0,4.121300813,1,0,91,0.25,0.560465116,0.102325581,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,50-75%,0-2.5%
127757,5/9/2022,2200238-49,ZB882,571,2022,2022&2023,BARRON,MAPLE GROVE,33,12,W,1,NW,SW,NA,6.38,1,NA,196,1,NA,39,1,74,1,7.2,1,,14.3,1,NA,-2.5,1,<,0.005,1,,18.27,1,,0.001,1,,0.11,1,,0.83,1,,6.99,1,,0.1,1,NA,4.483,1,<,0.004,1,NA,4.78,1,,0.008,1,,0.111,1,40039,-91.80477482,45.37471163,273,NA,9000,210600,NA,99900,NA,17100,16200,NA,NA,18000,129600,NA,24300,NA,76500,NA,NA,NA,NA,NA,NA,38700,12600,24300,NA,NA,NA,900,47700,16200,26100,NA,NA,NA,652500,767700,0.274325909,0,0.130128957,9000,0.011723329,0.022274326,0.021101993,310500,0.404454865,0,48765.78,381579.66,88482.24,17847.27,6284.25,115127.46,81443.88,32426.73,771957.27,739530.54,0.119646499,0.155676411,0.110129164,0.515975527,0.008497621,0.024133243,0.065941536,4.699184228,1,0,74,0.043376319,0.447831184,0.274325909,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,25-50%,0-2.5%
127758,5/18/2022,2200238-50,ZV882,571,2022,2022&2023,BARRON,STANLEY,34,11,W,13,NW,SE,NA,6.16,1,NA,63,1,NA,18,1,21,1,0.3,1,,1.2,1,NA,-3.5,1,<,0.005,1,,5.07,1,,0.047,1,,0.062,1,,0.485,1,,2.004,1,,0.02,1,NA,2.692,1,<,0.004,1,NA,7.2,1,,0.063,1,,0.006,1,40040,-91.67612332,45.43265583,286,NA,6300,NA,NA,112500,NA,59400,21600,97200,NA,NA,108000,NA,8100,NA,353700,NA,NA,NA,NA,NA,NA,NA,5400,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,772200,773100,0,0,0.145518044,6300,0.00814901,0.076833527,0.027939464,112500,0.145518044,0,109094.58,345131.01,160876.8,74908.26,18098.64,6284.25,31672.62,26645.22,772711.38,746066.16,0.215633423,0.008423181,0.04245283,0.462601078,0.02425876,0.100404313,0.146226415,5.411051213,1,0,21,0.104772991,0.250291035,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
127759,5/9/2022,2200238-51,YX295,571,2022,2022&2023,BARRON,BARRON,34,12,W,23,NW,SW,NA,6.2,1,NA,281,1,NA,36,1,105,1,14.1,1,,22.4,1,NA,-2.5,1,<,0.005,1,,26.98,1,<,0.001,1,,0.131,1,,0.876,1,,9.235,1,,0.001,1,NA,5.985,1,<,0.004,1,NA,9.48,1,<,0.003,1,,0.023,1,40041,-91.82677328,45.41835295,266,25200,NA,136800,NA,321300,NA,8100,151200,NA,NA,NA,NA,NA,22500,NA,59400,NA,NA,NA,NA,NA,31500,7200,NA,8100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763200,771300,0.177362894,0,0.416569428,25200,0.032672112,0.01050175,0.196032672,458100,0.593932322,0,2765.07,60328.8,633955.14,6535.62,7792.47,1759.59,54295.92,4776.03,772208.64,767432.61,0.826072715,0.002292827,0.070750082,0.078611202,0.010153947,0.008516214,0.003603013,4.767114314,1,0,105,0.206534422,0.800466744,0.177362894,Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,0-25%,75-100%,2.5-5%
127760,5/17/2022,2200238-53,YP067,571,2022,2022&2023,BARRON,DOVRE,32,10,W,4,SW,SE,NA,6.42,1,NA,91,1,NA,48,1,38,1,0.05,1,,0.6,1,NA,-2.6,1,<,0.005,1,,8.98,1,<,0.001,1,,5.625,1,,0.452,1,,3.716,1,,0.164,1,NA,2.623,1,<,0.004,1,NA,1.47,1,,0.007,1,,0.259,1,40042,-91.61562825,45.28087791,254,NA,NA,38700,NA,10800,NA,NA,6300,248400,NA,NA,9000,NA,10800,NA,40500,NA,NA,NA,9000,NA,9000,18900,266400,47700,NA,NA,30600,NA,NA,NA,27900,NA,NA,NA,667800,774000,0.05,0,0.013953488,0,0,0,0.008139535,49500,0.063953488,0,329797.44,100799.37,NA,NA,NA,NA,307425.51,33934.95,771957.27,738022.32,0,0,0.416553134,0.136580381,0,0,0.446866485,4.364100817,1,0,38,0.008139535,0.072093023,0.05,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127761,5/16/2022,2200238-54,SO135,571,2022,2022&2023,BARRON,CUMBERLAND,35,13,W,8,NE,NE,NA,7.56,1,NA,269,1,NA,152,1,133,1,0.05,1,<,0.5,1,NA,-0.4,1,<,0.005,1,,34.12,1,<,0.001,1,,0.757,1,,0.943,1,,11.51,1,,0.667,1,NA,2.649,1,<,0.004,1,NA,0.17,1,,0.094,1,,0.089,1,40043,-91.99201853,45.53636271,108,NA,35100,NA,NA,82800,NA,NA,80100,34200,21600,NA,90000,NA,11700,NA,374400,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47700,NA,NA,730800,778500,0,0,0.106358382,35100,0.045086705,0,0.102890173,82800,0.106358382,0,6535.62,567593.46,108340.47,38459.61,8295.21,7289.73,9300.69,26645.22,772460.01,745814.79,0.145264577,0.009774183,0.012470509,0.761038086,0.011122346,0.05156724,0.00876306,5.625547691,1,0,133,0.102890173,0.209248555,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,2.5-5%
127762,,2200238-55,QV373,571,2022,2022&2023,BARRON,RICE LAKE,NA,NA,,NA,,,NA,6.65,1,NA,309,1,NA,61,1,114,1,9.3,1,,30,1,NA,-1.8,1,<,0.005,1,,28.73,1,,0.013,1,<,0.005,1,,0.927,1,,10.17,1,,0.002,1,NA,8.915,1,<,0.004,1,NA,7.84,1,,0.007,1,<,0.005,1,40044,-91.69861843,45.48365512,82,2700,129600,365400,NA,14400,NA,69300,68400,54000,11700,NA,27900,NA,NA,NA,21600,NA,NA,NA,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771300,771300,0.473745624,0,0.018669778,132300,0.171528588,0.089848308,0.088681447,379800,0.492415403,0,17344.53,264943.98,439394.76,5781.51,5530.14,4776.03,13825.35,21115.08,772711.38,751596.3,0.584615385,0.006354515,0.018394649,0.352508361,0.00735786,0.007692308,0.023076923,5.28361204,1,0,114,0.178529755,0.670945158,0.473745624,Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,25-50%,50-75%,5-30%
127763,5/18/2022,2200238-56,YK637,571,2022,2022&2023,BARRON,LAKELAND,36,13,W,22,NE,SW,NA,7.99,1,NA,333,1,NA,187,1,168,1,0.3,1,<,0.5,1,NA,0.2,1,<,0.005,1,,43.29,1,,0.001,1,,0.014,1,,0.807,1,,14.46,1,<,0.001,1,NA,3.058,1,<,0.004,1,NA,3.38,1,<,0.003,1,,0.018,1,40045,-91.95816917,45.59240791,246,NA,NA,NA,NA,NA,NA,NA,13500,2700,NA,NA,105300,NA,194400,NA,216900,NA,NA,NA,NA,NA,76500,10800,26100,NA,900,NA,87300,1800,NA,28800,8100,NA,NA,NA,646200,773100,0,0,0,0,0,0,0.017462165,0,0,0,19606.86,32929.47,534161.25,24382.89,17847.27,14076.72,80187.03,49771.26,772962.75,723191.49,0.738616615,0.01946472,0.110879388,0.045533542,0.024678485,0.033715676,0.027111575,4.514772332,1,0,168,0.017462165,0.017462165,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
127764,5/22/2022,2200238-57,AAB719,571,2022,2022&2023,BARRON,DOYLE,35,10,W,15,SE,NE,NA,8.13,1,NA,395,1,NA,169,1,NA,5,5.8,1,,9.4,1,NA,-1.4,5,<,0.005,1,,0.06,5,,0.008,1,<,0.005,5,,0.093,1,,0.013,5,<,0.001,1,NA,93.8,5,<,0.004,1,NA,7.99,1,,0.099,1,,0.054,1,40046,-91.58450778,45.51534783,2,NA,NA,92700,NA,39600,NA,18900,115200,32400,NA,NA,NA,NA,72000,NA,276300,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40500,NA,24300,NA,NA,29700,NA,674100,768600,0.120608899,0,0.051522248,0,0,0.024590164,0.149882904,132300,0.172131148,0,NA,NA,1759.59,453220.11,318485.79,NA,NA,NA,773465.49,773465.49,0.002274943,0,0,0,0.411764706,0.585960351,0,3.590510237,1,1,1,0.174473068,0.346604216,0.120608899,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
